,_index,_type,_id,_score,sort,redVarietal,isVQA,subCategory,consumerRating,featured,_isLimitedTimeOffer,regularPrice,isCraft,isDraft,promotionStartDate,whiteVarietal,tastingDescription,_promotionStartDate,_all_featured,promotionEndDate,isBCSpirit,sku,isLimitedTimeOffer,_featured,image,availableUnits,last_updated,subRegion,unitSize,upc,_blacklist,isDealcoholizedWine,volume,certificates,name,style,countryName,isBCCraft,region,statusCode,status,color,grapeType,isOrganic,storeCount,nameSuffix,alcoholPercentage,productCategory,isExclusive,all_featured,restrictionCode,productSubCategory,namePrefix,countryCode,isOntarioVQA,class,productType,isKosher,_whitelist,inventoryCode,currentPrice,sweetness,isNew,all_promotions,promotions,nameSanitized,isBCVQA,_promotionEndDate,votes,category,ribbons,category_id,subCategory_id,class_id,totalVolume,totalPrice,totalAlcoholContent,alcoholCost,storePercent
356,bcls,product,675926,0.5951133,BRUNELLO DI MONTALCINO - CIACCI PICCOLOMINI D'ARAGONA 2012,Sangiovese,,Italy Wine,3.4,[],,115.99,,,,,"97 Points, Wine Enthusiast: ""This delicious, bold red offers inviting aromas of fragrant blue flowers, spiced plum, forest floor and pipe tobacco. Full and enveloping in feel, it delivers a great depth of juicy black cherry, black raspberry, licorice and baking spice flavors framed in velvety tannins."" (April, 2022)
",,[],,,675926,,[],http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/675926.jpeg,196,2023-10-08 07:10:01,Brunello,1,"['08032605841476', '08032605841292', '08032605841315', '08032605841353', '08032605841261', '08032605841339', '08032605841414', '08032605841377', '08032605841391']",False,,0.75,[],BRUNELLO DI MONTALCINO - CIACCI PICCOLOMINI D'ARAGONA 2012,,Italy,False,Tuscany,2,2,RED,SANGIOVESE,False,13.0, CIACCI PICCOLOMINI D'ARAGONA 2012,0.15,,False,[],SM,,BRUNELLO DI MONTALCINO ,IT,,Italy Red Wine,Red Wine,False,False,0,115.99,00,False,,,brunello di montalcino - ciacci piccolomini daragona 2012,,,37,Wine,[],1005,1043,1203,147.0,22734.039999999997,0.11249999999999999,1031.0222222222224,0.06989247311827956
357,bcls,product,89373,0.6023824,BRUNELLO DI MONTALCINO - CIACCI PICCOLOMINI PIANROSSO 2015,Sangiovese,,Italy Wine,4.6,[],,159.99,,,,,"100 Points, James Suckling: ""Lots of ripe and rich fruit with a decadent undertone of meat and spice that turns to pure fruit and licorice. Medium to full-body, refined tannins and a fresh and bright finish. All about harmony."" (September 2019)",,['BCL Select'],,,89373,,[],http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/89373.jpeg,3,2023-10-08 07:10:01,Brunello,1,['00795898012005'],False,,0.75,[],BRUNELLO DI MONTALCINO - CIACCI PICCOLOMINI PIANROSSO 2015,,Italy,False,Tuscany,2,2,RED,SANGIOVESE,False,1.0, CIACCI PICCOLOMINI PIANROSSO 2015,0.145,,True,['BCL Select'],C,,BRUNELLO DI MONTALCINO ,IT,,Italy Red Wine,Red Wine,False,False,0,159.99,00,False,,,brunello di montalcino - ciacci piccolomini pianrosso 2015,,,11,Wine,"[{'id': 'empty-placeholder', 'label': '&nbsp;', 'labelLengthWithoutTags': 1}, {'id': 'exclusive', 'label': '<b>BC</b>L<em>SELECT</em>', 'labelLengthWithoutTags': 9}]",1005,1043,1203,2.25,479.97,0.10874999999999999,1471.1724137931037,0.005376344086021506
358,bcls,product,879908,0.6023824,BRUNELLO DI MONTALCINO - CIACCI PICCOLOMINI VIGNA DI PIANROS,Sangiovese,,Italy Wine,5.0,[],,269.99,,,,,"99 Points, James Suckling: ""Glorious aromas of flowers, nutmeg, dark berries, earth and black cherries follow through to a full body with ultra-fine tannins that are long and extremely polished. They go on for minutes. Reserved and shy still, due to its excellence."" (February, 2022)
",,[],,,879908,,[],http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/879908.jpeg,12,2023-10-08 07:10:01,Brunello,1,"['08032605845108', '08032605845122']",False,,0.75,[],BRUNELLO DI MONTALCINO - CIACCI PICCOLOMINI VIGNA DI PIANROS,,Italy,False,Tuscany,2,2,RED,SANGIOVESE,False,2.0, CIACCI PICCOLOMINI VIGNA DI PIANROS,0.14,,False,[],SM,,BRUNELLO DI MONTALCINO ,IT,,Italy Red Wine,Red Wine,False,False,0,269.99,00,False,,,brunello di montalcino - ciacci piccolomini vigna di pianros,,,1,Wine,[],1005,1043,1203,9.0,3239.88,0.10500000000000001,2571.333333333333,0.010752688172043012
359,bcls,product,626325,0.6023824,BRUNELLO DI MONTALCINO - COL D'ORCIA,Sangiovese,,Italy Wine,2.6,[],,69.99,,,,,"93 Points, James Suckling: ""Roasted herbs, wild cherries, thyme and dried mushrooms on the nose. Medium to full body with silky yet firm tannins supporting supple and fresh layers. Excellent length with a delectably savory character. From organically grown grapes."" (Oct 2022)
",,[],,,626325,,[],http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/626325.jpeg,163,2023-10-08 07:10:01,Brunello,1,"['08016760003412', '08016760003016', '08016760002446', '08016760000978', '08016760001586', '08016760001425', '08016760001319', '08016760000572', '08016760001128', '08016760003269', '08016760000848', '08016760001869', '08016760000640', '08016760000725', '08016760000763', '08016760000909']",False,,0.75,['Organic'],BRUNELLO DI MONTALCINO - COL D'ORCIA,,Italy,False,Tuscany,2,2,RED,SANGIOVESE,True,14.0, COL D'ORCIA,0.145,,False,[],ST,,BRUNELLO DI MONTALCINO ,IT,,Italy Red Wine,Red Wine,False,False,0,69.99,00,False,,,brunello di montalcino - col dorcia,,,79,Wine,[],1005,1043,1203,122.25,11408.369999999999,0.10874999999999999,643.5862068965517,0.07526881720430108
360,bcls,product,392129,0.5951133,BRUNELLO DI MONTALCINO - CORTE PAVONE FIOR DEL VENTO ORGANIC,Sangiovese,,Italy Wine,5.0,[],,119.99,,,,,"96 Points, Wine Advocate: ""The Loacker 2016 Brunello di Montalcino Corte Pavone Fiore del Vento (made with organic and biodynamic fruit from the rockiest vineyard farmed by this estate) is characterized by a soothing sense of consistency and balance. There is tranquility in this fruit, with no hard edges, which suggests easy and trouble-free winemaking. The wine boasts a darkly saturated color with blackberry fruit, cherry, spice and lots of Zen. You'll appreciate the balance in the Fiore del Vento, as well as the power and the quality of the fruit. Great job, but too bad only 2,400 bottles were made. Drink Date: 2023 - 2043."" (November 2020)
",,[],,,392129,,[],http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/392129.jpeg,87,2023-10-08 07:10:01,Brunello,1,"['00852205000336', '08032130032646', '08032130032837']",False,,0.75,['Organic'],BRUNELLO DI MONTALCINO - CORTE PAVONE FIOR DEL VENTO ORGANIC,,Italy,False,Tuscany,2,2,RED,SANGIOVESE,True,9.0, CORTE PAVONE FIOR DEL VENTO ORGANIC,0.15,,False,[],ST,,BRUNELLO DI MONTALCINO ,IT,,Italy Red Wine,Red Wine,False,False,0,119.99,00,False,,,brunello di montalcino - corte pavone fior del vento organic,,,7,Wine,[],1005,1043,1203,65.25,10439.13,0.11249999999999999,1066.5777777777778,0.04838709677419355
361,bcls,product,23540,0.5951133,BRUNELLO DI MONTALCINO - COSTANTI 16,Sangiovese,,Italy Wine,2.8,[],,145.99,,,,,"99 Points, Wine Enthusiast: ""This savory stunner has enticing scents of violet, rose and wild berry that gain complexity alongside notes of leather, camphor and sandalwood. The elegantly structured palate is all about precision, featuring juicy cherry, blood orange, star anise and tobacco framed in taut, refined tannins. Bright acidity keeps it energized. Drink 2024—2046."" (May 2021)
",,[],,,23540,,[],http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/23540.jpeg,101,2023-10-08 07:10:01,Brunello,1,"['00726452017778', '00726452016450', '00726452017174']",False,,0.75,[],BRUNELLO DI MONTALCINO - COSTANTI 16,,Italy,False,Tuscany,2,2,RED,SANGIOVESE,False,14.0, COSTANTI 16,0.145,,False,[],ST,,BRUNELLO DI MONTALCINO ,IT,,Italy Red Wine,Red Wine,False,False,0,145.99,00,False,,,brunello di montalcino - costanti 16,,,25,Wine,[],1005,1043,1203,75.75,14744.990000000002,0.10874999999999999,1342.4367816091956,0.07526881720430108
362,bcls,product,851576,0.5951133,BRUNELLO DI MONTALCINO - FOSSACOLLE 2016,Sangiovese,,Italy Wine,3.1,[],,66.99,,,,,"97 Points, Vinous: ""The 2017 Chianti Classico Riserva Levigne is another positively stunning wine in this range. Ample and explosive in the glass, with tremendous resonance, the 2017 is off the charts gorgeous. To be sure, the Riserva is a big, rich wine, but it also offers plenty of Sangiovese character to please purists. Macerated dark cherry, spice, leather, menthol and a whole range of balsamic inflections fill out the layers in a dramatic, towering Chianti Classico Riserva. In a word: stunning. Drinking Window: 2025 - 2042."" (September 2020)
",,[],,,851576,,[],http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/851576.jpeg,136,2023-10-08 07:10:01,Brunello,1,"['08032535831172', '08032535831165', '08032535831103', '08032535831080', '08032535831134', '08032535831110', '08032535831141', '08032535831158', '08032535831073']",False,,0.75,[],BRUNELLO DI MONTALCINO - FOSSACOLLE 2016,,Italy,False,Tuscany,2,2,RED,SANGIOVESE,False,15.0, FOSSACOLLE 2016,0.145,,False,[],SR,,BRUNELLO DI MONTALCINO ,IT,,Italy Red Wine,Red Wine,False,False,0,66.99,00,False,,,brunello di montalcino - fossacolle 2016,,,46,Wine,[],1005,1043,1203,102.0,9110.64,0.10874999999999999,616.0,0.08064516129032258
363,bcls,product,333989,0.6023824,BRUNELLO DI MONTALCINO - FRESCOBALDI CASTELGIOCONDO 2015,Sangiovese,,Italy Wine,3.5,[],True,60.99,,,2023-10-01T00:00:00.000-07:00,,"97 Points, James Suckling: ""This is a pure and beautiful Brunello with super fine and abundant tannins that are comprehensive and expansive. Builds on the palate. Full body. Round and firm with beautiful fruit and length. Lively and vivid. From organically grown grapes."" (November 2019)
",2023-10-01T00:00:00.000-07:00,['On Sale'],2023-10-28T00:00:00.000-07:00,,333989,True,[],http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/333989.jpeg,845,2023-10-08 07:10:01,Brunello,1,"['08002366089264', '08002366039269', '08002366059267', '08002366009262', '08002366049268', '08002366949261', '08002366989267', '08002366069266', '08002366209266', '08002366999266', '08002366979268', '08002366079265', '08002366959260']",False,,0.75,[],BRUNELLO DI MONTALCINO - FRESCOBALDI CASTELGIOCONDO 2015,,Italy,False,Tuscany,2,2,RED,SANGIOVESE,False,57.0, FRESCOBALDI CASTELGIOCONDO 2015,0.14,,False,['On Sale'],SR,,BRUNELLO DI MONTALCINO ,IT,,Italy Red Wine,Red Wine,False,False,0,57.99,00,False,,,brunello di montalcino - frescobaldi castelgiocondo 2015,,2023-10-28T00:00:00.000-07:00,128,Wine,[],1005,1043,1203,633.75,51536.55,0.10500000000000001,580.8571428571428,0.3064516129032258
364,bcls,product,100903,0.6023824,BRUNELLO DI MONTALCINO - FULIGNI 2016,Sangiovese,,Italy Wine,3.6,[],,145.99,,,,,"99 Points, Wine Enthusiast: ""Enticingly fragrant, this opens with heady aromas of rose, violet, new leather, truffle and a whiff of camphor. Vibrant and focused, the chiseled, elegant palate is all about finesse, delivering bright red cherry, orange zest, licorice and white pepper framed in taut, refined tannins. Bright acidity keeps it superbly balanced and fresh. It's already drinking beautifully but hold for even more complexity. Drink 2024—2036."" (May 2021)
",,[],,,100903,,[],http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/100903.jpeg,81,2023-10-08 07:10:01,Brunello,1,"['00726452017730', '00726452017235', '00726452016504']",False,,0.75,[],BRUNELLO DI MONTALCINO - FULIGNI 2016,,Italy,False,Tuscany,2,2,RED,SANGIOVESE,False,14.0, FULIGNI 2016,0.145,,False,[],ST,,BRUNELLO DI MONTALCINO ,IT,,Italy Red Wine,Red Wine,False,False,0,145.99,00,False,,,brunello di montalcino - fuligni 2016,,,15,Wine,[],1005,1043,1203,60.75,11825.19,0.10874999999999999,1342.4367816091956,0.07526881720430108
365,bcls,product,83256,0.6023824,BRUNELLO DI MONTALCINO - GAJA PIEVE SANTA RESTITUTA 2016,Sangiovese,,Italy Wine,4.8,[],,139.99,,,,,"96 Points, Greg Sherwood MW: ""...fabulously plush, concentrated and intense expression of Brunello and represents probably the estate's best vintage to date. The aromatics are perfumed and detailed showing cherry blossom, violets, vanilla oak spice and ripe dark layers of red and black berries, sweet cherry tobacco, cola and subtle red liquorice notes..."" (February 2021)
",,[],,,83256,,[],http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/83256.jpeg,469,2023-10-08 07:10:01,Brunello,1,['08032636140890'],False,,0.75,[],BRUNELLO DI MONTALCINO - GAJA PIEVE SANTA RESTITUTA 2016,,Italy,False,Tuscany,2,2,RED,SANGIOVESE,False,41.0, GAJA PIEVE SANTA RESTITUTA 2016,0.145,,False,[],SR,,BRUNELLO DI MONTALCINO ,IT,,Italy Red Wine,Red Wine,False,False,0,139.99,00,False,,,brunello di montalcino - gaja pieve santa restituta 2016,,,29,Wine,[],1005,1043,1203,351.75,65655.31,0.10874999999999999,1287.2643678160923,0.22043010752688172
366,bcls,product,480120,0.5951133,BRUNELLO DI MONTALCINO - LE RAGNAIE CASANOVINA MONTOSOLI,Sangiovese,,Italy Wine,5.0,[],,195.99,,,,,"98 Points, Wine Spectator: ""The immediate impression of this Brunello showcases its harmony and charm, evoking black cherry, blackberry, violet, mineral and woodsy flavors. Iron and tobacco accents emerge as this builds on the palate to the long aftertaste, with well-integrated tannins. Concentrated, yet never heavy or imbalanced."" (June 2021)
",,[],,,480120,,[],http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/480120.jpeg,38,2023-10-08 07:10:01,Brunello,1,['00847060012785'],False,,0.75,[],BRUNELLO DI MONTALCINO - LE RAGNAIE CASANOVINA MONTOSOLI,,Italy,False,Tuscany,2,2,RED,SANGIOVESE,False,4.0, LE RAGNAIE CASANOVINA MONTOSOLI,0.135,,False,[],SM,,BRUNELLO DI MONTALCINO ,IT,,Italy Red Wine,Red Wine,False,False,0,195.99,00,False,,,brunello di montalcino - le ragnaie casanovina montosoli,,,4,Wine,[],1005,1043,1203,28.5,7447.620000000001,0.10125,1935.7037037037037,0.021505376344086023
367,bcls,product,470099,0.5951133,BRUNELLO DI MONTALCINO - LUCE 2017,Sangiovese,,Italy Wine,5.0,[],,169.99,,,,,False,,[],,,470099,,[],http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/470099.jpeg,39,2023-10-08 07:10:01,Brunello,1,['08002366171082'],False,,0.75,[],BRUNELLO DI MONTALCINO - LUCE 2017,,Italy,False,Tuscany,2,2,RED,SANGIOVESE,False,5.0, LUCE 2017,0.15,,False,[],SM,,BRUNELLO DI MONTALCINO ,IT,,Italy Red Wine,Red Wine,False,False,0,169.99,00,False,,,brunello di montalcino - luce 2017,,,2,Wine,[],1005,1043,1203,29.25,6629.610000000001,0.11249999999999999,1511.0222222222224,0.026881720430107527
368,bcls,product,63605,0.6023824,BRUNELLO DI MONTALCINO - MASTROJANNI,Sangiovese,,Italy Wine,4.4,[],,94.99,,,,,"95 Points, Wine Advocate: ""The Mastrojanni 2016 Brunello di Montalcino is dark and velvety in appearance, boasting rich fruit concentration. The bouquet shows dried cherry, blackberry, spice, leather, tar and all the good things you get when Brunello lives a trouble-free childhood in the winery. This 2016 vintage gives the impression of being more linear, tight and structured. Elegant mineral tones define the long and polished finish of this release. Drink Date: 2023 - 2040."" (November 2020)
",,[],,,63605,,[],http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/63605.jpeg,47,2023-10-08 07:10:01,Brunello,1,['08023952016013'],False,,0.75,[],BRUNELLO DI MONTALCINO - MASTROJANNI,,Italy,False,Tuscany,2,2,RED,SANGIOVESE,False,4.0, MASTROJANNI,0.14,,False,[],ST,,BRUNELLO DI MONTALCINO ,IT,,Italy Red Wine,Red Wine,False,False,0,94.99,00,False,,,brunello di montalcino - mastrojanni,,,5,Wine,[],1005,1043,1203,35.25,4464.53,0.10500000000000001,904.6666666666665,0.021505376344086023
369,bcls,product,63657,0.5951133,BRUNELLO DI MONTALCINO - MASTROJANNI VIGNA LORETO,Sangiovese,,Italy Wine,5.0,[],,159.99,,,,,False,,[],,,63657,,[],http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/63657.jpeg,8,2023-10-08 07:10:01,Brunello,1,['08023952016037'],False,,0.75,[],BRUNELLO DI MONTALCINO - MASTROJANNI VIGNA LORETO,,Italy,False,Tuscany,2,2,RED,SANGIOVESE,False,1.0, MASTROJANNI VIGNA LORETO,0.145,,False,[],ST,,BRUNELLO DI MONTALCINO ,IT,,Italy Red Wine,Red Wine,False,False,0,159.99,00,False,,,brunello di montalcino - mastrojanni vigna loreto,,,2,Wine,[],1005,1043,1203,6.0,1279.92,0.10874999999999999,1471.1724137931037,0.005376344086021506
370,bcls,product,463249,0.6023824,BRUNELLO DI MONTALCINO - PADELLETTI,Sangiovese,,Italy Wine,4.1,[],,105.99,,,,,"95 Points, Vinous: ""The 2016 Brunello di Montalcino comes to life in the glass, showcasing a classic bouquet of wild strawberries laced with smoky minerals and spice, before evolving further with notes of cedar box and dusty dried earth. It's a model of purity, hosting soft textures over a feminine framework of brisk acids and salty minerals, with tart red fruits contrasted by sour citrus. Violet-tinged florals form along with a hint of plum and licorice, as fine tannins slowly dry out the expression. Readers in search of traditionally-styled yet wonderfully refined and age-worthy Brunello owe it to themselves to seek out the 2016 Padelletti. Drinking Window: 2026+."" (November 2020)
",,[],,,463249,,[],http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/463249.jpeg,60,2023-10-08 07:10:01,Brunello,1,['08057829230011'],False,,0.75,[],BRUNELLO DI MONTALCINO - PADELLETTI,,Italy,False,Tuscany,2,2,RED,SANGIOVESE,False,7.0, PADELLETTI,0.14,,False,[],ST,,BRUNELLO DI MONTALCINO ,IT,,Italy Red Wine,Red Wine,False,False,0,105.99,00,False,,,brunello di montalcino - padelletti,,,7,Wine,[],1005,1043,1203,45.0,6359.4,0.10500000000000001,1009.4285714285713,0.03763440860215054
371,bcls,product,256936,0.5951133,BRUNELLO DI MONTALCINO - PERTIMALI DIECI,Sangiovese,,Italy Wine,4.6,[],,179.99,,,,,"93 Points, Wine Advocate: ""Released one decade after the harvest, the 2007 Brunello di Montalcino Dieci is a one-off wine meant to celebrate an exceptional vintage. The aging process sees 48 months in large Slavonian oak casks and the wine then rests in the bottle for the remaining years before its release. Only 8,000 bottles are available. The bouquet clearly shows tertiary aromas of licorice and tar, but the wine also has dark berry and dried cherry at its core. The finish is smooth and silky. Drink Date: 2017 - 2025."" (May 2017)
",,[],,,256936,,[],http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/256936.jpeg,3,2023-10-08 07:10:01,Brunello,1,"['00626990313748', '00810029016469']",False,,0.75,[],BRUNELLO DI MONTALCINO - PERTIMALI DIECI,,Italy,False,Tuscany,3,3,RED,SANGIOVESE,False,1.0, PERTIMALI DIECI,0.135,,False,[],SM,,BRUNELLO DI MONTALCINO ,IT,,Italy Red Wine,Red Wine,False,False,1,179.99,00,False,,,brunello di montalcino - pertimali dieci,,,6,Wine,[],1005,1043,1203,2.25,539.97,0.10125,1777.679012345679,0.005376344086021506
372,bcls,product,802744,0.5951133,BRUNELLO DI MONTALCINO - POGGIO SAN POLO 2018,Sangiovese,,Italy Wine,4.5,[],,91.99,,,,,"93 Points, James Suckling: ""Aromas of sour plums, cherry stones, bark and iodine, with some dried herbs. So fresh, tangy and flavorful, with bright berry fruit, and savory moss notes. Fine and integrated tannins. Medium body. All about balance. From organically grown grapes. Try in 2024."" (December 2022)
",,[],,,802744,,[],http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/802744.jpeg,447,2023-10-08 07:10:01,Brunello,1,['08021903291076'],False,,0.75,[],BRUNELLO DI MONTALCINO - POGGIO SAN POLO 2018,,Italy,False,Tuscany,2,2,RED,SANGIOVESE,False,48.0, POGGIO SAN POLO 2018,0.14,,False,[],SR,,BRUNELLO DI MONTALCINO ,IT,,Italy Red Wine,Red Wine,False,False,0,91.99,00,False,,,brunello di montalcino - poggio san polo 2018,,,177,Wine,[],1005,1043,1203,335.25,41119.53,0.10500000000000001,876.095238095238,0.25806451612903225
373,bcls,product,148510,0.5951133,BRUNELLO DI MONTALCINO - SAN FILIPPO LE LUCERE 2017,Sangiovese,,Italy Wine,3.8,[],,155.99,,,,,"96 Points, James Suckling: ""Black cherry and berry aromas with some flowers, such as lavender, follow through to a full body with firm, racy tannins and a long, flavorful finish. The quality of the tannins is fantastic in this 2017. Drink after 2023."" (November 2021)
",,[],,,148510,,[],http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/148510.jpeg,156,2023-10-08 07:10:01,Brunello,1,"['08032979120535', '08032979120016', '08032979120252', '08032979120641', '08032979120856']",False,,0.75,[],BRUNELLO DI MONTALCINO - SAN FILIPPO LE LUCERE 2017,,Italy,False,Tuscany,2,2,RED,SANGIOVESE,False,13.0, SAN FILIPPO LE LUCERE 2017,0.145,,False,[],SM,,BRUNELLO DI MONTALCINO ,IT,,Italy Red Wine,Red Wine,False,False,0,155.99,00,False,,,brunello di montalcino - san filippo le lucere 2017,,,58,Wine,[],1005,1043,1203,117.0,24334.440000000002,0.10874999999999999,1434.3908045977014,0.06989247311827956
374,bcls,product,56695,0.5951133,BRUNELLO DI MONTALCINO - SAN FILIPPO LE LUCERE MAGNUM 2017,Sangiovese,,Italy Wine,4.0,[],,359.99,,,,,"96 Points, James Suckling: ""Black cherry and berry aromas with some flowers, such as lavender, follow through to a full body with firm, racy tannins and a long, flavorful finish. The quality of the tannins is fantastic in this 2017. Drink after 2023."" (November 2021)
",,[],,,56695,,[],http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/56695.jpeg,12,2023-10-08 07:10:01,Brunello,1,"['08032979120863', '08032979120764']",False,,1.5,[],BRUNELLO DI MONTALCINO - SAN FILIPPO LE LUCERE MAGNUM 2017,,Italy,False,Tuscany,2,2,RED,SANGIOVESE,False,7.0, SAN FILIPPO LE LUCERE MAGNUM 2017,0.145,,False,[],SM,,BRUNELLO DI MONTALCINO ,IT,,Italy Red Wine,Red Wine,False,False,0,359.99,00,False,,,brunello di montalcino - san filippo le lucere magnum 2017,,,14,Wine,[],1005,1043,1203,18.0,4319.88,0.21749999999999997,1655.1264367816095,0.03763440860215054
375,bcls,product,665000,0.5951133,BRUNELLO DI MONTALCINO - SAN FILIPPO LE LUCERE RISERVA 2016,Sangiovese,,Italy Wine,5.0,[],,275.99,,,,,"98 Points, James Suckling: ""Complex and refined aromas of blackberries, flowers, sandalwood and a hint of vanilla follow through to a full body with dusty, polished tannins that are extremely long and flavorful. Muscular, yet agile at the same time. Try after 2025."" (February 2022)
",,[],,,665000,,[],http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/665000.jpeg,49,2023-10-08 07:10:01,Brunello,1,"['08032979120658', '08032979120894', '08032979120979']",False,,0.75,[],BRUNELLO DI MONTALCINO - SAN FILIPPO LE LUCERE RISERVA 2016,,Italy,False,Tuscany,2,2,RED,SANGIOVESE,False,5.0, SAN FILIPPO LE LUCERE RISERVA 2016,0.145,,False,[],SM,,BRUNELLO DI MONTALCINO ,IT,,Italy Red Wine,Red Wine,False,False,0,275.99,00,False,,,brunello di montalcino - san filippo le lucere riserva 2016,,,2,Wine,[],1005,1043,1203,36.75,13523.51,0.10874999999999999,2537.8390804597707,0.026881720430107527
376,bcls,product,138105,0.5951133,BRUNELLO DI MONTALCINO - SAN POLO VIGNAVECCHIA,Sangiovese,,Italy Wine,5.0,[],,389.99,,,,,"97 Points, James Suckling: ""A very rich and rather opulent 2016 Brunello, offering cherries, dark berries and walnut shells with dark chocolate and dark mushrooms. It's full and layered with chewy tannins and a tight finish. Old vines. Give it time to open. Try after 2024."" (November 2020)
",,[],,,138105,,[],http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/138105.jpeg,11,2023-10-08 07:10:01,Brunello,1,['08021903291373'],False,,0.75,[],BRUNELLO DI MONTALCINO - SAN POLO VIGNAVECCHIA,,Italy,False,Tuscany,2,2,RED,SANGIOVESE,False,2.0, SAN POLO VIGNAVECCHIA,0.14800000000000002,,False,[],SM,,BRUNELLO DI MONTALCINO ,IT,,Italy Red Wine,Red Wine,False,False,0,389.99,00,False,,,brunello di montalcino - san polo vignavecchia,,,8,Wine,[],1005,1043,1203,8.25,4289.89,0.11100000000000002,3513.423423423423,0.010752688172043012
377,bcls,product,531809,0.5951133,BRUNELLO DI MONTALCINO - SILVIO NARDI MANACHIARA 2016,Sangiovese,,Italy Wine,5.0,[],,215.99,,,,,"97 Points, Wine Advocate: ""In years past, I have commented on the pretty mineral nuances laced into the bouquet of this single-vineyard wine. The 2016 Brunello di Montalcino Vigneto Manachiara delivers those tones with extreme clarity and precision, giving this vintage a distinctive personality and identity. Equally impressive, however, is the structure and fiber of the wine that is clearly more robust, concentrated and well-balanced overall. This quality comes from both the fruit and the oak, and these two forces play against each other with nice contrasts. It is no exaggeration to say that this vintage delivers ""more Brunello"" on all fronts compared to recent past vintages. This is a standout wine. Drink Date: 2024 - 2045."" (November 2020)
",,[],,,531809,,[],http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/531809.jpeg,137,2023-10-08 07:10:01,Brunello,1,"['00847060014093', '00847060013430']",False,,0.75,[],BRUNELLO DI MONTALCINO - SILVIO NARDI MANACHIARA 2016,,Italy,False,Tuscany,2,2,RED,SANGIOVESE,False,14.0, SILVIO NARDI MANACHIARA 2016,0.15,,False,[],ST,,BRUNELLO DI MONTALCINO ,IT,,Italy Red Wine,Red Wine,False,False,0,215.99,00,False,,,brunello di montalcino - silvio nardi manachiara 2016,,,3,Wine,[],1005,1043,1203,102.75,29590.63,0.11249999999999999,1919.9111111111113,0.07526881720430108
378,bcls,product,154500,0.5951133,BRUNELLO DI MONTALCINO - TALENTI 2017,Sangiovese,,Italy Wine,3.9,[],,105.99,,,,,"96 Points, Luca Gardini: ""The Talenti firm project is marking clear qualitative improvements every year. Cleanliness and finesse, with a very delicate nose, touches of red plum, notes of lavender, chinotto and hints of white pepper. Palate with juicy and brackish tannins, nice tension and density, fruity-officinal finish."" (October, 2021)",,[],,,154500,,[],http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/154500.jpeg,245,2023-10-08 07:10:01,Brunello,1,"['08028418001367', '08028418219229', '08028418000810', '08028418001152', '08028418000995', '08028418000551', '08028418000896', '08028418000131', '08028418000629', '00831906004362', '08028418000339']",False,,0.75,[],BRUNELLO DI MONTALCINO - TALENTI 2017,,Italy,False,Tuscany,2,2,RED,SANGIOVESE,False,26.0, TALENTI 2017,0.15,,False,[],SR,,BRUNELLO DI MONTALCINO ,IT,,Italy Red Wine,Red Wine,False,False,0,105.99,00,False,,,brunello di montalcino - talenti 2017,,,71,Wine,[],1005,1043,1203,183.75,25967.55,0.11249999999999999,942.1333333333333,0.13978494623655913
379,bcls,product,441309,0.5951133,BRUNELLO DI MONTALCINO - TENUTA BUON TEMPO RISERV,Sangiovese,,Italy Wine,0.0,[],,109.99,,,,,False,,['New Product'],,,441309,,[],http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/441309.jpeg,11,2023-10-08 07:10:01,Brunello,1,['08058056162144'],False,,0.75,[],BRUNELLO DI MONTALCINO - TENUTA BUON TEMPO RISERV,,Italy,False,Tuscany,2,2,RED,SANGIOVESE,False,1.0, TENUTA BUON TEMPO RISERV,0.14,,False,['New Product'],SM,,BRUNELLO DI MONTALCINO ,IT,,Italy Red Wine,Red Wine,False,False,0,109.99,00,True,,,brunello di montalcino - tenuta buon tempo riserv,,,0,Wine,"[{'id': 'empty-placeholder', 'label': '&nbsp;', 'labelLengthWithoutTags': 1}, {'id': 'new', 'label': 'NEW', 'labelLengthWithoutTags': 3}]",1005,1043,1203,8.25,1209.8899999999999,0.10500000000000001,1047.5238095238094,0.005376344086021506
