,_index,_type,_id,_score,sort,sku,name,nameSanitized,namePrefix,nameSuffix,unitSize,volume,regularPrice,isLimitedTimeOffer,currentPrice,promotionStartDate,promotionEndDate,category,subCategory,style,class,color,grapeType,upc,countryCode,countryName,region,subRegion,alcoholPercentage,tastingDescription,sweetness,image,availableUnits,consumerRating,votes,isBCVQA,isOntarioVQA,isVQA,isDealcoholizedWine,isOrganic,isKosher,isNew,isExclusive,isCraft,isBCCraft,isBCSpirit,isDraft,featured,all_featured,certificates,redVarietal,whiteVarietal,productType,productCategory,productSubCategory,storeCount,promotions,all_promotions,_isLimitedTimeOffer,_featured,_all_featured,_blacklist,_whitelist,last_updated,restrictionCode,statusCode,inventoryCode,status,_promotionStartDate,_promotionEndDate,ribbons,category_id,subCategory_id,class_id,totalVolume,totalPrice,totalAlcoholContent,alcoholCost,storePercent
77,bcls,product,785261,0.2538451,DAGERAAD - BRUNE,785261,DAGERAAD - BRUNE,dageraad - brune,DAGERAAD , BRUNE,1,0.65,7.79,,7.79,,,Beer,Domestic - BC Beer,Belgian Ale,Domestic - BC Micro Brew Beer,,,['00628055199052'],CA,Canada,,,0.075,"Pours a rich deep brown with a deep aroma of spice and molasses. Mission figs lend an earthy sweetness with a light whiff of fruit and florality to the robust, malty base.",,http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/785261.jpeg,1102,5.0,5,,,,,False,False,True,False,False,True,,False,[],['New Product'],[],,,,Domestic Beer,BC Craft Beer,45.0,,,,[],['New Product'],False,False,2023-10-10 07:10:01,SH,2,0,2,,,"[{'id': 'empty-placeholder', 'label': '&nbsp;', 'labelLengthWithoutTags': 1}, {'id': 'new', 'label': 'NEW', 'labelLengthWithoutTags': 3}]",1000,1006,1133,716.3000000000001,8584.58,0.04875,159.7948717948718,0.23076923076923078
78,bcls,product,145926,0.25527614,DAGERAAD - BURNABARIAN TALL CAN,145926,DAGERAAD - BURNABARIAN TALL CAN,dageraad - burnabarian tall can,DAGERAAD , BURNABARIAN TALL CAN,4,0.473,13.79,,13.79,,,Beer,Domestic - BC Beer,Belgian Ale,Domestic - BC Micro Brew Beer,,,['00628055199137'],CA,Canada,,,0.045,"Great for drinking on a sunny patio or knocking back after a long day's work, Burnabarian is a table beer, or Belgian-style session ale. Named for the city that Dageraad calls home, Burnabarian is lightly spiced with coriander and is brewed with oats for a silky mouthfeel. Gold, BC Brewing Awards 2019.
",,http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/145926.jpeg,767,4.6,94,,,,,False,False,False,False,True,True,,False,[],[],[],,,,Domestic Beer,BC Craft Beer,69.0,,,,[],[],False,False,2023-10-10 07:10:01,SR,2,0,2,,,[],1000,1006,1133,1451.164,10576.929999999998,0.08514,161.96852243363873,0.35384615384615387
79,bcls,product,398581,0.2538451,DAGERAAD - WHITE TALL CAN,398581,DAGERAAD - WHITE TALL CAN,dageraad - white tall can,DAGERAAD , WHITE TALL CAN,4,0.473,13.79,True,11.47,2023-10-01T00:00:00.000-07:00,2023-10-28T00:00:00.000-07:00,Beer,Domestic - BC Beer,Belgian Ale,Domestic - BC Micro Brew Beer,,,['00628055199748'],CA,Canada,,,0.05,"A full-bodied Belgian-style witbier with vibrant-yet-balanced notes of citrus, pepper and spice, with a smooth, dry finish.
",,http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/398581.jpeg,76,4.5,18,,,,,False,False,False,False,False,True,,False,[],['On Sale'],[],,,,Domestic Beer,BC Craft Beer,9.0,,,True,[],['On Sale'],False,False,2023-10-10 07:10:01,SH,2,0,2,2023-10-01T00:00:00.000-07:00,2023-10-28T00:00:00.000-07:00,[],1000,1006,1133,143.792,1048.04,0.0946,145.77167019027482,0.046153846153846156
80,bcls,product,669754,0.25527614,DAGERAAD BLONDE,669754,DAGERAAD BLONDE,dageraad blonde,,DAGERAAD BLONDE,1,0.65,7.49,True,6.49,2023-10-01T00:00:00.000-07:00,2023-10-28T00:00:00.000-07:00,Beer,Domestic - BC Beer,Belgian Ale,Domestic - BC Micro Brew Beer,,,['00627843380436'],CA,Canada,,,0.075,"Crowned with a fluffy, white head and graced with a fruity, spicy, citrusy aroma, Dageraad Blonde is the pride of their brewery. A closer inspection reveals a note of nutty pilsner malt, whiff of noble hops, faint note of caramelized sugar and—when the beer warms—a sweet, floral breath of alcohol. At the table, Dageraad Blonde's fruit and spicy flavours compliment salads and desserts, while its tartness and effervescence cut through fat and refresh the palate, making it a good counterpoint to heavier dishes. Dageraad Blonde is also excellent paired with semi-soft ripened cheeses and charcuterie.
",,http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/669754.jpeg,1084,4.6,122,,,,,False,False,False,False,True,True,,False,[],['On Sale'],[],,,,Domestic Beer,BC Craft Beer,56.0,,,True,[],['On Sale'],False,False,2023-10-10 07:10:01,SR,2,0,2,2023-10-01T00:00:00.000-07:00,2023-10-28T00:00:00.000-07:00,[],1000,1006,1133,704.6,8119.16,0.04875,153.64102564102564,0.28717948717948716
81,bcls,product,111685,0.25527614,DEAD FROG - JUICE BOX SOUR MIXER TALL CAN,111685,DEAD FROG - JUICE BOX SOUR MIXER TALL CAN,dead frog - juice box sour mixer tall can,DEAD FROG , JUICE BOX SOUR MIXER TALL CAN,8,0.473,23.49,True,22.49,2023-10-01T00:00:00.000-07:00,2023-10-28T00:00:00.000-07:00,Beer,Domestic - BC Beer,Variety Pack,Domestic - BC Micro Brew Beer,,,['00626990411888'],CA,Canada,,,0.05,"Look for eight brand new talls cans of Sour Power with Cherry Lime Sour, Cranberry Orange Sour, Blackberry Blast Kettle Sour and Raspberry Warhead Imperial Sour. Available for a limited time only.
",,http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/111685.jpeg,708,4.2,102,,,,,False,False,False,False,True,True,,False,[],['On Sale'],[],,,,Domestic Beer,BC Craft Beer,78.0,,,True,[],['On Sale'],False,False,2023-10-10 07:10:01,SH,2,0,2,2023-10-01T00:00:00.000-07:00,2023-10-28T00:00:00.000-07:00,[],1000,1006,1133,2679.0719999999997,16630.92,0.1892,124.15433403805496,0.4
82,bcls,product,343219,0.25527614,DEAD FROG - JUICE BOX SOUR MIXER TALL CAN,343219,DEAD FROG - JUICE BOX SOUR MIXER TALL CAN,dead frog - juice box sour mixer tall can,DEAD FROG , JUICE BOX SOUR MIXER TALL CAN,8,0.473,23.49,True,18.57,2023-10-01T00:00:00.000-07:00,2023-10-28T00:00:00.000-07:00,Beer,Domestic - BC Beer,Sour,Domestic - BC Micro Brew Beer,,,['00696852110631'],CA,Canada,,,0.05,"Look for eight brand new talls cans of Sour Power with Pink Lemonade Sour, Jungle Juice Tropic Punch Sour, Mango Sorbet Sour, and Strawberry Margarita Sour.  Available for a limited time only.
",,http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/343219.jpeg,642,3.6,31,,,,,False,False,False,False,False,True,,False,[],['On Sale'],[],,,,Domestic Beer,BC Craft Beer,80.0,,,True,[],['On Sale'],False,False,2023-10-10 07:10:01,SH,3,0,3,2023-10-01T00:00:00.000-07:00,2023-10-28T00:00:00.000-07:00,[],1000,1006,1133,2429.328,15080.579999999998,0.1892,124.15433403805496,0.41025641025641024
83,bcls,product,442588,0.2538451,DEAD FROG - PEACH CREAMSICLE TALL CAN,442588,DEAD FROG - PEACH CREAMSICLE TALL CAN,dead frog - peach creamsicle tall can,DEAD FROG , PEACH CREAMSICLE TALL CAN,4,0.473,14.29,,14.29,,,Beer,Domestic - BC Beer,Sour,Domestic - BC Micro Brew Beer,,,['00696852072885'],CA,Canada,,,0.042,"A creamy, juicy, refreshing brew packed with fresh peach flavour and bursting with smooth vanilla. Contains lactose.
",,http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/442588.jpeg,790,4.1,41,,,,,False,False,False,False,True,True,,False,[],[],[],,,,Domestic Beer,BC Craft Beer,86.0,,,,[],[],False,False,2023-10-10 07:10:01,SH,3,0,3,,,[],1000,1006,1133,1494.6799999999998,11289.099999999999,0.079464,179.82986006241816,0.441025641025641
84,bcls,product,145063,0.2538451,DEEP COVE - DC LAGER CAN,145063,DEEP COVE - DC LAGER CAN,deep cove - dc lager can,DEEP COVE , DC LAGER CAN,6,0.355,13.29,,13.29,,,Beer,Domestic - BC Beer,Lager,Domestic - BC Micro Brew Beer,,,"['00855900001721', '00813866000493']",CA,Canada,,,0.05,"Gold, Canadian Brewing Awards 2021. This North American style lager showcases bright golden hues, fresh crisp flavour and subtle hints of grain sweetness. Brewed using sustainable BC grown hops and Western Canadian grain. This beer is as refreshing as it gets.
",,http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/145063.jpeg,17,4.3,41,,,,,False,False,False,False,True,True,,False,[],[],[],,,,Domestic Beer,BC Craft Beer,3.0,,,,[],[],False,False,2023-10-10 07:10:01,SM,2,0,2,,,[],1000,1006,1133,36.21,225.92999999999998,0.1065,124.78873239436619,0.015384615384615385
85,bcls,product,456622,0.25527614,DESCHUTES - BLACK BUTTE PORTER CAN,456622,DESCHUTES - BLACK BUTTE PORTER CAN,deschutes - black butte porter can,DESCHUTES , BLACK BUTTE PORTER CAN,6,0.355,14.99,,14.99,,,Beer,Import Beer,Other,USA Beer,,,['00763176201205'],US,USA,,,0.055,"Chocolate, malty aroma with just a touch of creamy, coffee sweetness and rasty finish. Light-bodied and surprisingly drinkable.
",,http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/456622.jpeg,523,3.9,12,,,,,False,False,True,False,False,False,,False,[],['New Product'],[],,,,Import Beer,,45.0,,,,[],['New Product'],False,False,2023-10-10 07:10:01,SH,2,0,2,,,"[{'id': 'empty-placeholder', 'label': '&nbsp;', 'labelLengthWithoutTags': 1}, {'id': 'new', 'label': 'NEW', 'labelLengthWithoutTags': 3}]",1000,1007,1195,1113.99,7839.77,0.11714999999999999,127.95561246265473,0.23076923076923078
86,bcls,product,189583,0.2538451,DESCHUTES - FRESH SQUEEZE IPA CANS,189583,DESCHUTES - FRESH SQUEEZE IPA CANS,deschutes - fresh squeeze ipa cans,DESCHUTES , FRESH SQUEEZE IPA CANS,6,0.355,15.29,,15.29,,,Beer,Import Beer,India Pale Ale,USA Beer,,,['00763176120070'],US,USA,,,0.064,"Savour every last drop of tropical refreshment with this juicy blend of citrusy hops balanced by a lively malt body. Juicy sweet hop aromas of grapefruit and passionfruit. Hops carry through a muffin-like malt character rounding out this full flavored IPA into a thing of beauty like no other.
",,http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/189583.jpeg,437,4.5,41,,,,,False,False,False,False,False,False,,False,[],[],[],,,,Import Beer,,58.0,,,,[],[],False,False,2023-10-10 07:10:01,SR,2,0,2,,,[],1000,1007,1195,930.81,6681.73,0.13632,112.162558685446,0.29743589743589743
87,bcls,product,445935,0.25527614,DESCHUTES - SQUEEZY RIDER CAN,445935,DESCHUTES - SQUEEZY RIDER CAN,deschutes - squeezy rider can,DESCHUTES , SQUEEZY RIDER CAN,6,0.355,15.29,,15.29,,,Beer,Import Beer,India Pale Ale,USA Beer,,,['00763176210078'],US,USA,,,0.07,"Chill out with this juicy refresher that's packed with heaps of hops to bring torrential tides of tropical flavor and a dab of dankness. Big tropical fruit punch aroma, light dank, and melon paired with clean, light malt character. Hop and yeast-driven fruity sweetness balanced with a bitterness that is laid back, leaving you care-less about IBUs.
",,http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/445935.jpeg,285,4.2,10,,,,,False,False,False,False,False,False,,False,[],[],[],,,,Import Beer,,36.0,,,,[],[],False,False,2023-10-10 07:10:01,SR,2,0,2,,,[],1000,1007,1195,607.05,4357.65,0.1491,102.54862508383634,0.18461538461538463
88,bcls,product,426059,0.25527614,DESTIHL - HAZE OF DEAD TALL CAN,426059,DESTIHL - HAZE OF DEAD TALL CAN,destihl - haze of dead tall can,DESTIHL , HAZE OF DEAD TALL CAN,4,0.473,16.99,,16.99,,,Beer,Import Beer,India Pale Ale,USA Beer,,,['00859708002553'],US,USA,,,0.085,"Bronze medal winner at GABF 2021 - an IPA with booming accounts of Citra and Simcoe hops piercing through melodic mouthfeel of flaked oats, wheat, and pils malts, concoting into juicy Hazy Double IPA that will sure to wake the dead!",,http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/426059.jpeg,534,5.0,2,,,,,False,False,True,False,False,False,,False,[],['New Product'],[],,,,Import Beer,,54.0,,,,[],['New Product'],False,False,2023-10-10 07:10:01,ST,2,0,2,,,"[{'id': 'empty-placeholder', 'label': '&nbsp;', 'labelLengthWithoutTags': 1}, {'id': 'new', 'label': 'NEW', 'labelLengthWithoutTags': 3}]",1000,1007,1195,1010.328,9072.66,0.16082,105.6460639223977,0.27692307692307694
89,bcls,product,499752,0.25527614,DHOS - GIN FREE,499752,DHOS - GIN FREE,dhos - gin free,DHOS , GIN FREE,1,0.75,29.49,,29.49,,,General Merchandise,De-Alcoholized Product,,Beer And Refreshment De-Alcoholized Product,,,['00857131008401'],US,USA,,,0.0001,"Dhōs Gin Free is sugar-free and zero calories! The aroma presents vibrant essences of fresh pine, juniper berries, dried citrus, candied lemon, fresh spearmint, chalk and wet earth. Dhōs Gin Free offers a unique combination of hot and cooling sensations on the palate, starting with warming spice and fading to a refreshing menthol and licorice root on the finish. There is a coriander and fennel seed spice and intensity in the aroma that fades to flavours of wintergreen and spearmint that persist on the palate in a traditional gin-influenced fashion.
",,http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/499752.jpeg,749,3.7,48,,,,,False,False,False,False,,False,,,[],[],[],,,,De-Alcoholized Beer,,98.0,,,,[],[],False,False,2023-10-10 07:10:01,SR,2,0,2,,,[],1000,1009,1128,561.75,22088.01,7.500000000000001e-05,393199.99999999994,0.5025641025641026
90,bcls,product,156174,0.2538451,DOS EQUIS - LAGER,156174,DOS EQUIS - LAGER,dos equis - lager,DOS EQUIS , LAGER,6,0.355,16.29,,16.29,,,Beer,Import Beer,Lager,Mexico And Caribbean Beer,,,['00072311630122'],MX,Mexico,,,0.046,"Dos Equis Lager Especial is a golden pilsner-style beer made from pure spring water and the choicest hops. With a balanced composition and a smooth, clean finish, it's the party guest who is always invited and never overstays his welcome. A golden pilsner-style beer with a nuanced blend of malts, spices and earth tones. Flavourful yet light-tasting and smooth. Balanced composition and clean finish.
",,http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/156174.jpeg,2069,3.5,121,,,,,False,False,False,False,False,False,,False,[],[],[],,,,Import Beer,,174.0,,,,[],[],False,False,2023-10-10 07:10:01,SR,2,0,2,,,[],1000,1007,1191,4406.969999999999,33704.009999999995,0.09798,166.25842008573179,0.8923076923076924
91,bcls,product,844399,0.25527614,DRIFTWOOD BREWERY - FAT TUG IPA,844399,DRIFTWOOD BREWERY - FAT TUG IPA,driftwood brewery - fat tug ipa,DRIFTWOOD BREWERY , FAT TUG IPA,1,0.65,6.99,,6.99,,,Beer,Domestic - BC Beer,India Pale Ale,Domestic - BC Regional Beer,,,['00628201000126'],CA,Canada,,,0.07,"Brewed with the hop aficionado in mind, Fat Tug is a Northwest-style India Pale Ale with an intense hop profile featuring notes of grapefruit, mango, melon and passionfruit. Sufficient malt is there to provide support. At 7% ABV and 80+ IBUs this beer delivers on the promise to satisfy anyone with a thirst for all things hoppy!
",,http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/844399.jpeg,4161,4.4,1075,,,,,False,False,False,False,True,True,,False,[],[],[],,,,Domestic Beer,BC Craft Beer,161.0,,,,[],[],False,False,2023-10-10 07:10:01,G,2,0,2,,,[],1000,1006,1135,2704.65,29085.39,0.045500000000000006,153.6263736263736,0.8256410256410256
92,bcls,product,127770,0.2538451,DRIFTWOOD BREWERY - FAT TUG IPA TALL CAN 4-PACK,127770,DRIFTWOOD BREWERY - FAT TUG IPA TALL CAN 4-PACK,driftwood brewery - fat tug ipa tall can 4-pack,DRIFTWOOD BREWERY , FAT TUG IPA TALL CAN 4-PACK,4,0.473,15.29,,15.29,,,Beer,Domestic - BC Beer,India Pale Ale,Domestic - BC Regional Beer,,,['00628201427398'],CA,Canada,,,0.07,"Brewed with the hop aficionado in mind, Fat Tug is a Northwest-style India Pale Ale with an intense hop profile featuring notes of grapefruit, mango, melon and passionfruit. Sufficient malt is there to provide support. At 7% ABV and 80+ IBUs this beer delivers on the promise to satisfy anyone with a thirst for all things hoppy!
",,http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/127770.jpeg,4167,4.1,112,,,,,False,False,False,False,True,True,,False,[],[],[],,,,Domestic Beer,BC Craft Beer,157.0,,,,[],[],False,False,2023-10-10 07:10:01,G,2,0,2,,,[],1000,1006,1135,7883.964,63713.42999999999,0.13244,115.4485049833887,0.8051282051282052
93,bcls,product,227433,0.25527614,DRIFTWOOD BREWERY - RAISED BY WOLVES IPA TALL CAN 4-PACK,227433,DRIFTWOOD BREWERY - RAISED BY WOLVES IPA TALL CAN 4-PACK,driftwood brewery - raised by wolves ipa tall can 4-pack,DRIFTWOOD BREWERY , RAISED BY WOLVES IPA TALL CAN 4-PACK,4,0.473,15.29,,15.29,,,Beer,Domestic - BC Beer,India Pale Ale,Domestic - BC Regional Beer,,,['00628201888885'],CA,Canada,,,0.07,"Featuring one of the new wave of hop breeds accentuating the fruit-forward characteristics of North American native hops, Ekuanot is yet another answer to brewers craving distinctly North American hops. Paired with the intensely-fruity previously-named Brett Trois (actually it is wild Saccharomyces), this delivers layers of mango, melon and papaya.
",,http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/227433.jpeg,1214,4.1,33,,,,,False,False,False,False,True,True,,False,[],[],[],,,,Domestic Beer,BC Craft Beer,109.0,,,,[],[],False,False,2023-10-10 07:10:01,SR,2,0,2,,,[],1000,1006,1135,2296.888,18562.059999999998,0.13244,115.4485049833887,0.558974358974359
94,bcls,product,173570,0.2538451,DRIFTWOOD BREWERY - SWASH BOX HOPPY VARIETY PACK TALL CAN,173570,DRIFTWOOD BREWERY - SWASH BOX HOPPY VARIETY PACK TALL CAN,driftwood brewery - swash box hoppy variety pack tall can,DRIFTWOOD BREWERY , SWASH BOX HOPPY VARIETY PACK TALL CAN,8,0.473,23.29,,23.29,,,Beer,Domestic - BC Beer,Other,Domestic - BC Regional Beer,,,['00628201989896'],CA,Canada,,,0.064,"Swash / swösh (verb): The rush of sea water up the beach after the breaking wave. Revealed in the swash are treats that are a little bit stormier and heck of a lot hoppier. Awash with hops, Swash Box offers the iconic hop monster, Fat Tug IPA, plus a variety of hoppy profiles that will enliven the palate and enrich the senses! Find within The Swash: Fat Tug IPA, Naughty Hildegard ESB, OG Haze NEIPA and Raised by Wolves IPA.
",,http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/173570.jpeg,1567,3.8,66,,,,,False,False,False,False,True,True,,False,[],[],[],,,,Domestic Beer,BC Craft Beer,141.0,,,,[],[],False,False,2023-10-10 07:10:01,SR,2,0,2,,,[],1000,1006,1135,5929.527999999999,36495.43,0.242176,96.1697278012685,0.7230769230769231
95,bcls,product,689497,0.2538451,DUCHY ORIGINALS ORGANIC OLD RUBY ALE,689497,DUCHY ORIGINALS ORGANIC OLD RUBY ALE,duchy originals organic old ruby ale,,DUCHY ORIGINALS ORGANIC OLD RUBY ALE,1,0.5,3.59,,3.59,,,Beer,Import Beer,Other,Europe Beer,,,"['05023625004333', '05000169150627']",GB,United Kingdom,,,0.05,False,,http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/689497.jpeg,0,3.7,52,,,,,True,False,True,False,False,False,,False,[],['New Product'],['Organic'],,,,Import Beer,,,,,,[],['New Product'],False,False,2023-10-10 07:10:01,SR,2,0,2,,,"[{'id': 'empty-placeholder', 'label': '&nbsp;', 'labelLengthWithoutTags': 1}, {'id': 'new', 'label': 'NEW', 'labelLengthWithoutTags': 3}]",1000,1007,1188,0.0,0.0,0.025,143.6,
96,bcls,product,439828,0.25527614,EAGLE - IPA TALL CAN,439828,EAGLE - IPA TALL CAN,eagle - ipa tall can,EAGLE , IPA TALL CAN,4,0.5,10.99,,10.99,,,Beer,Import Beer,India Pale Ale,Europe Beer,,,"['05000264000544', '00700330000090', '00700330000052']",GB,United Kingdom,,,0.05,"Famed for its satisfying flavour, Eagle has a complex and interesting taste for a low strength IPA beer. It is malty and full-flavoured with a moderate hop character and a clean, dry finish.
",,http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/439828.jpeg,11,4.1,182,,,,,False,False,False,False,False,False,,False,[],[],[],,,,Import Beer,,3.0,,,,[],[],False,False,2023-10-10 07:10:01,SR,2,0,2,,,[],1000,1007,1188,22.0,120.89,0.1,109.89999999999999,0.015384615384615385
97,bcls,product,1774,0.2538451,EAST VAN BREWING - BACK PORCH PILSNER TALL CAN,1774,EAST VAN BREWING - BACK PORCH PILSNER TALL CAN,east van brewing - back porch pilsner tall can,EAST VAN BREWING , BACK PORCH PILSNER TALL CAN,4,0.473,14.99,,14.99,,,Beer,Domestic - BC Beer,Pilsner,Domestic - BC Micro Brew Beer,,,"['00628110981141', '00626990416241']",CA,Canada,,,0.05,False,,http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/1774.jpeg,631,4.4,26,,,,,False,False,False,False,False,True,,False,[],[],[],,,,Domestic Beer,BC Craft Beer,54.0,,,,[],[],False,False,2023-10-10 07:10:01,SR,2,0,2,,,[],1000,1006,1133,1193.8519999999999,9458.69,0.0946,158.4566596194503,0.27692307692307694
98,bcls,product,140886,0.2538451,EAST VAN BREWING - THE JIVE HOUSE ALE TALL CAN,140886,EAST VAN BREWING - THE JIVE HOUSE ALE TALL CAN,east van brewing - the jive house ale tall can,EAST VAN BREWING , THE JIVE HOUSE ALE TALL CAN,4,0.473,16.49,True,13.67,2023-10-01T00:00:00.000-07:00,2023-10-28T00:00:00.000-07:00,Beer,Domestic - BC Beer,Belgian Ale,Domestic - BC Micro Brew Beer,,,['00628110981158'],CA,Canada,,,0.057,False,,http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/140886.jpeg,105,4.4,20,,,,,False,False,False,False,False,True,,False,[],['On Sale'],[],,,,Domestic Beer,BC Craft Beer,16.0,,,True,[],['On Sale'],False,False,2023-10-10 07:10:01,SH,2,0,2,2023-10-01T00:00:00.000-07:00,2023-10-28T00:00:00.000-07:00,[],1000,1006,1133,198.66,1731.4499999999998,0.107844,152.9060494788769,0.08205128205128205
99,bcls,product,375793,0.2538451,ERDINGER - OKTOBERFEST,375793,ERDINGER - OKTOBERFEST,erdinger - oktoberfest,ERDINGER , OKTOBERFEST,1,0.5,4.49,,4.49,,,Beer,Import Beer,Wheat,Europe Beer,,,['04002103248385'],DE,Germany,,,0.057,"This golden Bavarian brew embodies the festival's spirit, delivering a rich, full-bodied taste that combines malty sweetness and gentle bitterness. Immerse yourself in the authentic flavors of Munich and celebrate with Erdinger Oktoberfest Beer!
",,http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/375793.jpeg,1639,3.4,5,,,,,False,False,True,False,False,False,,False,['BC Craft Beer Month'],['New Product'],[],,,,Import Beer,,52.0,"[{'urlAlias': '/promotion/2023-local-craft-beer', 'name': 'BC Craft Beer Month', 'promoCode': '2023OCTCRAFTBEER', 'published': True, 'shortName': ''}]","[{'urlAlias': '/promotion/2023-local-craft-beer', 'name': 'BC Craft Beer Month', 'promoCode': '2023OCTCRAFTBEER', 'published': True, 'shortName': ''}]",,['BC Craft Beer Month'],['New Product'],False,False,2023-10-10 07:10:01,ST,2,0,2,,,"[{'id': 'new', 'label': 'NEW', 'labelLengthWithoutTags': 3}, {'id': 'featured', 'label': 'FEATURED', 'labelLengthWithoutTags': 8}]",1000,1007,1188,819.5,7359.110000000001,0.0285,157.54385964912282,0.26666666666666666
100,bcls,product,402230,0.2538451,ERDINGER - WEISSBIER,402230,ERDINGER - WEISSBIER,erdinger - weissbier,ERDINGER , WEISSBIER,1,0.5,3.89,,3.89,,,Beer,Import Beer,Wheat,Europe Beer,,,"['04002103248439', '04002103000013']",DE,Germany,,,0.053,"This classic wheat beer blends gently spicy malt aromas with mildly bitter hops. Its secret lies in Erdinger's unique brewing yeasts. They provide the fruity notes and unmistakably fresh flavour. The finishing touch for every Erdinger Weissbier is a further specialty: the ""Bayerische Edelreifung"" or double maturity method. After the main fermentation process, Erdinger gives their beer the time it needs to mature a second time in the bottle. This allows its delicious lively nature and the harmonious interplay of its various aromas to fully unfold.
",,http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/402230.jpeg,3060,4.1,246,,,,,False,False,False,False,False,False,,False,[],[],[],,,,Import Beer,,128.0,,,,[],[],False,False,2023-10-10 07:10:01,SR,2,0,2,,,[],1000,1007,1188,1530.0,11903.4,0.0265,146.7924528301887,0.6564102564102564
101,bcls,product,648261,0.25527614,ESTRELLA DAMM TALL CAN,648261,ESTRELLA DAMM TALL CAN,estrella damm tall can,,ESTRELLA DAMM TALL CAN,1,0.5,2.69,True,2.39,2023-10-01T00:00:00.000-07:00,2023-10-28T00:00:00.000-07:00,Beer,Import Beer,Lager,Europe Beer,,,"['08410793286123', '08410793026125', '08410793526120', '08410793282934']",ES,Spain,,,0.054000000000000006,"Estrella Damm is a clean pouring golden lager that stands the test of time. Every sip features scents of fresh spices and a smooth mouthfeel with dense notes of toasted cereal, perfectly balanced by bitter back of mouth tones to give the pride of Barcelona a satisfying aftertaste.
",,http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/648261.jpeg,4630,3.8,291,,,,,False,False,False,False,False,False,,False,[],['On Sale'],[],,,,Import Beer,,103.0,,,True,[],['On Sale'],False,False,2023-10-10 07:10:01,G,2,0,2,2023-10-01T00:00:00.000-07:00,2023-10-28T00:00:00.000-07:00,[],1000,1007,1188,2315.0,12454.699999999999,0.027000000000000003,99.62962962962962,0.5282051282051282
102,bcls,product,306247,0.25527614,FAXE - SPECIAL STRONG TALL CAN,306247,FAXE - SPECIAL STRONG TALL CAN,faxe - special strong tall can,FAXE , SPECIAL STRONG TALL CAN,1,0.473,2.69,,2.69,,,Beer,Domestic - Other Province Beer,Lager,Domestic - Other Province Commercial Beer,,,['05741000800034'],CA,Canada,,,0.08,False,,http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/306247.jpeg,339,0.0,0,,,,,False,False,True,False,False,False,,False,[],['New Product'],[],,,,Domestic Beer,National Domestic Beer,3.0,,,,[],['New Product'],False,False,2023-10-10 07:10:01,SR,2,0,2,,,"[{'id': 'empty-placeholder', 'label': '&nbsp;', 'labelLengthWithoutTags': 1}, {'id': 'new', 'label': 'NEW', 'labelLengthWithoutTags': 3}]",1000,1290,1138,160.34699999999998,911.91,0.03784,71.08879492600423,0.015384615384615385
103,bcls,product,696773,0.25527614,FAXE AMBER LAGER TALL CAN,696773,FAXE AMBER LAGER TALL CAN,faxe amber lager tall can,,FAXE AMBER LAGER TALL CAN,1,0.5,2.69,True,2.39,2023-10-01T00:00:00.000-07:00,2023-10-28T00:00:00.000-07:00,Beer,Import Beer,Lager,Europe Beer,,,"['05741000110324', '05741000114940']",DK,Denmark,,,0.052000000000000005,"Faxe Amber has a generous golden colour and a full and rich taste characterized by a slight sweetness and pleasantly bitter touch. It is an extraordinary round lager experience, with the fine notes of malt in focus. Especially the use of roasted malt gives character to Faxe Amber, with its golden colour as well as the slight sweetness and bitterness of the hops.
",,http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/696773.jpeg,9527,4.2,117,,,,,False,False,False,False,False,False,,False,[],['On Sale'],[],,,,Import Beer,,107.0,,,True,[],['On Sale'],False,False,2023-10-10 07:10:01,SH,2,0,2,2023-10-01T00:00:00.000-07:00,2023-10-28T00:00:00.000-07:00,[],1000,1007,1188,4763.5,25627.63,0.026000000000000002,103.46153846153845,0.5487179487179488
